,level,l1,l2,l3,l4,序号,条款,资料,审计程序,判断条件,结构,审计子程序
1566,第四级安全测评要求,9.2 云计算安全测评扩展要求,9.2.2 安全通信网络,9.2.2.6 测评单元(L4-CNS2-06),9.2.2.6 测评单元(L4-CNS2-06),L4-CNS2-06,应提供对虚拟资源的主体和客体设置安全标记的能力，保证云服务客户可以依据安全标记和强制访问控制规则确定主体对客体的访问；,系统管理员、相关接口和相关服务；,1) 应核查是否提供了对虚拟资源的主体和客体设置安全标记的能力；2) 应核查是否对虚拟资源的主体和客体设置了安全标记；3) 应测试验证是否基于安全标记和强制访问控制规则确定主体对客体的访问；,若1)～3)测评实施结论均为是，则符合本单元测评指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第四级安全测评要求/9.2 云计算安全测评扩展要求/9.2.2 安全通信网络/9.2.2.6 测评单元(L4-CNS2-06)/9.2.2.6 测评单元(L4-CNS2-06), 应测试验证是否基于安全标记和强制访问控制规则确定主体对客体的访问；
1567,第四级安全测评要求,9.2 云计算安全测评扩展要求,9.2.2 安全通信网络,9.2.2.7 测评单元(L4-CNS2-07),9.2.2.7 测评单元(L4-CNS2-07),L4-CNS2-07,应提供通信协议转换或通信协议隔离等的数据交换方式，保证云服务客户可以根据业务需求自主选择边界数据交换方式；,网闸等提供通信协议转换或通信协议隔离功能的设备或相关组件；,1) 应核查是否采取通信协议转换或通信协议隔离等方式进行数据交换；2) 应通过发送带通用协议的数据等测试方式，测试验证设备是否能够有效阻断；,若1)和2)测评实施结论均为是，则符合本单元测评指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第四级安全测评要求/9.2 云计算安全测评扩展要求/9.2.2 安全通信网络/9.2.2.7 测评单元(L4-CNS2-07)/9.2.2.7 测评单元(L4-CNS2-07), 应核查是否采取通信协议转换或通信协议隔离等方式进行数据交换
1568,第四级安全测评要求,9.2 云计算安全测评扩展要求,9.2.2 安全通信网络,9.2.2.7 测评单元(L4-CNS2-07),9.2.2.7 测评单元(L4-CNS2-07),L4-CNS2-07,应提供通信协议转换或通信协议隔离等的数据交换方式，保证云服务客户可以根据业务需求自主选择边界数据交换方式；,网闸等提供通信协议转换或通信协议隔离功能的设备或相关组件；,1) 应核查是否采取通信协议转换或通信协议隔离等方式进行数据交换；2) 应通过发送带通用协议的数据等测试方式，测试验证设备是否能够有效阻断；,若1)和2)测评实施结论均为是，则符合本单元测评指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第四级安全测评要求/9.2 云计算安全测评扩展要求/9.2.2 安全通信网络/9.2.2.7 测评单元(L4-CNS2-07)/9.2.2.7 测评单元(L4-CNS2-07), 应通过发送带通用协议的数据等测试方式，测试验证设备是否能够有效阻断；
1569,第四级安全测评要求,9.2 云计算安全测评扩展要求,9.2.2 安全通信网络,9.2.2.8 测评单元(L4-CNS2-08),9.2.2.8 测评单元(L4-CNS2-08),L4-CNS2-08,应为第四级业务应用系统划分独立的资源池；,网络拓扑和云计算平台建设方案；,1) 应核查云计算平台建设方案中是否对承载四级业务系统的资源池做出独立划分设计；2) 应核查网络拓扑图是否对第四级业务系统划分独立的资源池；,若1)和2)测评实施结论均为是，则符合本单元测评指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第四级安全测评要求/9.2 云计算安全测评扩展要求/9.2.2 安全通信网络/9.2.2.8 测评单元(L4-CNS2-08)/9.2.2.8 测评单元(L4-CNS2-08), 应核查云计算平台建设方案中是否对承载四级业务系统的资源池做出独立划分设计
1570,第四级安全测评要求,9.2 云计算安全测评扩展要求,9.2.2 安全通信网络,9.2.2.8 测评单元(L4-CNS2-08),9.2.2.8 测评单元(L4-CNS2-08),L4-CNS2-08,应为第四级业务应用系统划分独立的资源池；,网络拓扑和云计算平台建设方案；,1) 应核查云计算平台建设方案中是否对承载四级业务系统的资源池做出独立划分设计；2) 应核查网络拓扑图是否对第四级业务系统划分独立的资源池；,若1)和2)测评实施结论均为是，则符合本单元测评指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第四级安全测评要求/9.2 云计算安全测评扩展要求/9.2.2 安全通信网络/9.2.2.8 测评单元(L4-CNS2-08)/9.2.2.8 测评单元(L4-CNS2-08), 应核查网络拓扑图是否对第四级业务系统划分独立的资源池；
1571,第四级安全测评要求,9.2 云计算安全测评扩展要求,9.2.3 安全区域边界,9.2.3.1 访问控制,9.2.3.1 测评单元(L4-ABS2-01),L4-ABS2-01,应在虚拟化网络边界部署访问控制机制，并设置访问控制规则；云服务客户虚拟资源与外部网络的连接应得到云服务客户的授权；,访问控制机制、网络边界设备和虚拟化网络边界设备；,1) 应核查是否在虚拟化网络边界部署访问控制机制，并设置访问控制规则；访问控制默认拒绝除管理和业务所需端口和访问源网段，并提供相应的管理机制；2) 应核查云服务客户虚拟资源与外部网络的连接是否得到云服务客户的授权；3) 应核查并测试验证云计算平台和云服务客户业务系统虚拟化网络边界访问控制规则和访问控制策略是否有效；4) 应核查并测试验证云计算平台的网络边界设备或虚拟化网络边界设备安全保障机制、访问控制规则和访问控制策略等是否有效；5) 应核查并测试验证不同云服务客户间访问控制规则和访问控制策略是否有效；6) 应核查并测试验证云服务客户不同安全保护等级业务系统之间访问控制规则和访问控制策略是否有效；,若1)～6)测评实施结论均为是，则符合本单元测评指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第四级安全测评要求/9.2 云计算安全测评扩展要求/9.2.3 安全区域边界/9.2.3.1 访问控制/9.2.3.1 测评单元(L4-ABS2-01), 应核查是否在虚拟化网络边界部署访问控制机制，并设置访问控制规则；访问控制默认拒绝除管理和业务所需端口和访问源网段，并提供相应的管理机制
1572,第四级安全测评要求,9.2 云计算安全测评扩展要求,9.2.3 安全区域边界,9.2.3.1 访问控制,9.2.3.1 测评单元(L4-ABS2-01),L4-ABS2-01,应在虚拟化网络边界部署访问控制机制，并设置访问控制规则；云服务客户虚拟资源与外部网络的连接应得到云服务客户的授权；,访问控制机制、网络边界设备和虚拟化网络边界设备；,1) 应核查是否在虚拟化网络边界部署访问控制机制，并设置访问控制规则；访问控制默认拒绝除管理和业务所需端口和访问源网段，并提供相应的管理机制；2) 应核查云服务客户虚拟资源与外部网络的连接是否得到云服务客户的授权；3) 应核查并测试验证云计算平台和云服务客户业务系统虚拟化网络边界访问控制规则和访问控制策略是否有效；4) 应核查并测试验证云计算平台的网络边界设备或虚拟化网络边界设备安全保障机制、访问控制规则和访问控制策略等是否有效；5) 应核查并测试验证不同云服务客户间访问控制规则和访问控制策略是否有效；6) 应核查并测试验证云服务客户不同安全保护等级业务系统之间访问控制规则和访问控制策略是否有效；,若1)～6)测评实施结论均为是，则符合本单元测评指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第四级安全测评要求/9.2 云计算安全测评扩展要求/9.2.3 安全区域边界/9.2.3.1 访问控制/9.2.3.1 测评单元(L4-ABS2-01), 应核查云服务客户虚拟资源与外部网络的连接是否得到云服务客户的授权
1573,第四级安全测评要求,9.2 云计算安全测评扩展要求,9.2.3 安全区域边界,9.2.3.1 访问控制,9.2.3.1 测评单元(L4-ABS2-01),L4-ABS2-01,应在虚拟化网络边界部署访问控制机制，并设置访问控制规则；云服务客户虚拟资源与外部网络的连接应得到云服务客户的授权；,访问控制机制、网络边界设备和虚拟化网络边界设备；,1) 应核查是否在虚拟化网络边界部署访问控制机制，并设置访问控制规则；访问控制默认拒绝除管理和业务所需端口和访问源网段，并提供相应的管理机制；2) 应核查云服务客户虚拟资源与外部网络的连接是否得到云服务客户的授权；3) 应核查并测试验证云计算平台和云服务客户业务系统虚拟化网络边界访问控制规则和访问控制策略是否有效；4) 应核查并测试验证云计算平台的网络边界设备或虚拟化网络边界设备安全保障机制、访问控制规则和访问控制策略等是否有效；5) 应核查并测试验证不同云服务客户间访问控制规则和访问控制策略是否有效；6) 应核查并测试验证云服务客户不同安全保护等级业务系统之间访问控制规则和访问控制策略是否有效；,若1)～6)测评实施结论均为是，则符合本单元测评指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第四级安全测评要求/9.2 云计算安全测评扩展要求/9.2.3 安全区域边界/9.2.3.1 访问控制/9.2.3.1 测评单元(L4-ABS2-01), 应核查并测试验证云计算平台和云服务客户业务系统虚拟化网络边界访问控制规则和访问控制策略是否有效
1574,第四级安全测评要求,9.2 云计算安全测评扩展要求,9.2.3 安全区域边界,9.2.3.1 访问控制,9.2.3.1 测评单元(L4-ABS2-01),L4-ABS2-01,应在虚拟化网络边界部署访问控制机制，并设置访问控制规则；云服务客户虚拟资源与外部网络的连接应得到云服务客户的授权；,访问控制机制、网络边界设备和虚拟化网络边界设备；,1) 应核查是否在虚拟化网络边界部署访问控制机制，并设置访问控制规则；访问控制默认拒绝除管理和业务所需端口和访问源网段，并提供相应的管理机制；2) 应核查云服务客户虚拟资源与外部网络的连接是否得到云服务客户的授权；3) 应核查并测试验证云计算平台和云服务客户业务系统虚拟化网络边界访问控制规则和访问控制策略是否有效；4) 应核查并测试验证云计算平台的网络边界设备或虚拟化网络边界设备安全保障机制、访问控制规则和访问控制策略等是否有效；5) 应核查并测试验证不同云服务客户间访问控制规则和访问控制策略是否有效；6) 应核查并测试验证云服务客户不同安全保护等级业务系统之间访问控制规则和访问控制策略是否有效；,若1)～6)测评实施结论均为是，则符合本单元测评指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第四级安全测评要求/9.2 云计算安全测评扩展要求/9.2.3 安全区域边界/9.2.3.1 访问控制/9.2.3.1 测评单元(L4-ABS2-01), 应核查并测试验证云计算平台的网络边界设备或虚拟化网络边界设备安全保障机制、访问控制规则和访问控制策略等是否有效
1575,第四级安全测评要求,9.2 云计算安全测评扩展要求,9.2.3 安全区域边界,9.2.3.1 访问控制,9.2.3.1 测评单元(L4-ABS2-01),L4-ABS2-01,应在虚拟化网络边界部署访问控制机制，并设置访问控制规则；云服务客户虚拟资源与外部网络的连接应得到云服务客户的授权；,访问控制机制、网络边界设备和虚拟化网络边界设备；,1) 应核查是否在虚拟化网络边界部署访问控制机制，并设置访问控制规则；访问控制默认拒绝除管理和业务所需端口和访问源网段，并提供相应的管理机制；2) 应核查云服务客户虚拟资源与外部网络的连接是否得到云服务客户的授权；3) 应核查并测试验证云计算平台和云服务客户业务系统虚拟化网络边界访问控制规则和访问控制策略是否有效；4) 应核查并测试验证云计算平台的网络边界设备或虚拟化网络边界设备安全保障机制、访问控制规则和访问控制策略等是否有效；5) 应核查并测试验证不同云服务客户间访问控制规则和访问控制策略是否有效；6) 应核查并测试验证云服务客户不同安全保护等级业务系统之间访问控制规则和访问控制策略是否有效；,若1)～6)测评实施结论均为是，则符合本单元测评指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第四级安全测评要求/9.2 云计算安全测评扩展要求/9.2.3 安全区域边界/9.2.3.1 访问控制/9.2.3.1 测评单元(L4-ABS2-01), 应核查并测试验证不同云服务客户间访问控制规则和访问控制策略是否有效
1576,第四级安全测评要求,9.2 云计算安全测评扩展要求,9.2.3 安全区域边界,9.2.3.1 访问控制,9.2.3.1 测评单元(L4-ABS2-01),L4-ABS2-01,应在虚拟化网络边界部署访问控制机制，并设置访问控制规则；云服务客户虚拟资源与外部网络的连接应得到云服务客户的授权；,访问控制机制、网络边界设备和虚拟化网络边界设备；,1) 应核查是否在虚拟化网络边界部署访问控制机制，并设置访问控制规则；访问控制默认拒绝除管理和业务所需端口和访问源网段，并提供相应的管理机制；2) 应核查云服务客户虚拟资源与外部网络的连接是否得到云服务客户的授权；3) 应核查并测试验证云计算平台和云服务客户业务系统虚拟化网络边界访问控制规则和访问控制策略是否有效；4) 应核查并测试验证云计算平台的网络边界设备或虚拟化网络边界设备安全保障机制、访问控制规则和访问控制策略等是否有效；5) 应核查并测试验证不同云服务客户间访问控制规则和访问控制策略是否有效；6) 应核查并测试验证云服务客户不同安全保护等级业务系统之间访问控制规则和访问控制策略是否有效；,若1)～6)测评实施结论均为是，则符合本单元测评指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第四级安全测评要求/9.2 云计算安全测评扩展要求/9.2.3 安全区域边界/9.2.3.1 访问控制/9.2.3.1 测评单元(L4-ABS2-01), 应核查并测试验证云服务客户不同安全保护等级业务系统之间访问控制规则和访问控制策略是否有效；
1577,第四级安全测评要求,9.2 云计算安全测评扩展要求,9.2.3 安全区域边界,9.2.3.1 访问控制,9.2.3.1 测评单元(L4-ABS2-02),L4-ABS2-02,应在不同等级的网络区域边界部署访问控制机制，设置访问控制规则；,网闸、防火墙、路由器和交换机等提供访问控制功能的设备；,1) 应核查是否在不同等级的网络区域边界部署访问控制机制，设置访问控制规则；2) 应核查不同安全等级网络区域边界的访问控制规则和访问控制策略是否有效；3) 应测试验证不同安全等级的网络区域间进行非法访问时，是否可以正确拒绝该非法访问；,若1)～3)测评实施结论均为是，则符合本单元测评指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第四级安全测评要求/9.2 云计算安全测评扩展要求/9.2.3 安全区域边界/9.2.3.1 访问控制/9.2.3.1 测评单元(L4-ABS2-02), 应核查是否在不同等级的网络区域边界部署访问控制机制，设置访问控制规则
1578,第四级安全测评要求,9.2 云计算安全测评扩展要求,9.2.3 安全区域边界,9.2.3.1 访问控制,9.2.3.1 测评单元(L4-ABS2-02),L4-ABS2-02,应在不同等级的网络区域边界部署访问控制机制，设置访问控制规则；,网闸、防火墙、路由器和交换机等提供访问控制功能的设备；,1) 应核查是否在不同等级的网络区域边界部署访问控制机制，设置访问控制规则；2) 应核查不同安全等级网络区域边界的访问控制规则和访问控制策略是否有效；3) 应测试验证不同安全等级的网络区域间进行非法访问时，是否可以正确拒绝该非法访问；,若1)～3)测评实施结论均为是，则符合本单元测评指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第四级安全测评要求/9.2 云计算安全测评扩展要求/9.2.3 安全区域边界/9.2.3.1 访问控制/9.2.3.1 测评单元(L4-ABS2-02), 应核查不同安全等级网络区域边界的访问控制规则和访问控制策略是否有效
1579,第四级安全测评要求,9.2 云计算安全测评扩展要求,9.2.3 安全区域边界,9.2.3.1 访问控制,9.2.3.1 测评单元(L4-ABS2-02),L4-ABS2-02,应在不同等级的网络区域边界部署访问控制机制，设置访问控制规则；,网闸、防火墙、路由器和交换机等提供访问控制功能的设备；,1) 应核查是否在不同等级的网络区域边界部署访问控制机制，设置访问控制规则；2) 应核查不同安全等级网络区域边界的访问控制规则和访问控制策略是否有效；3) 应测试验证不同安全等级的网络区域间进行非法访问时，是否可以正确拒绝该非法访问；,若1)～3)测评实施结论均为是，则符合本单元测评指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第四级安全测评要求/9.2 云计算安全测评扩展要求/9.2.3 安全区域边界/9.2.3.1 访问控制/9.2.3.1 测评单元(L4-ABS2-02), 应测试验证不同安全等级的网络区域间进行非法访问时，是否可以正确拒绝该非法访问；
1580,第四级安全测评要求,9.2 云计算安全测评扩展要求,9.2.3 安全区域边界,9.2.3.2 入侵防范,9.2.3.2 测评单元(L4-ABS2-03),L4-ABS2-03,应能检测到云服务客户发起的网络攻击行为，并能记录攻击类型、攻击时间、攻击流量等；,抗APT攻击系统、网络回溯系统、威胁情报检测系统、抗DDoS攻击系统和入侵保护系统或相关组件；,1) 应核查是否采取了入侵防范措施对网络入侵行为进行防范，如部署抗APT攻击系统、网络回溯系统和网络入侵保护系统等入侵防范设备或相关组件；2) 应核查部署的抗APT攻击系统、网络入侵保护系统等入侵防范设备或相关组件的规则库升级方式，核查规则库是否进行及时更新；3) 应核查部署的抗APT攻击系统、网络入侵保护系统等入侵防范设备或相关组件是否具备异常流量、大规模攻击流量、高级持续性攻击的检测功能，以及报警功能和清洗处置功能；流量检测应包含东西向及南北向的流量；4) 应验证抗APT攻击系统、网络入侵保护系统等入侵防范设备或相关组件对异常流量和未知威胁的监控策略是否有效（如模拟产生攻击动作，验证入侵防范设备或相关组件是否能记录攻击类型、攻击时间、攻击流量）；5) 应验证抗APT攻击系统、网络入侵保护系统等入侵防范设备或相关组件对云服务客户网络攻击行为的报警策略是否有效（如模拟产生攻击动作，验证抗APT攻击系统或网络入侵保护系统是否能实时报警）；6) 应核查抗APT攻击系统、网络入侵保护系统等入侵防范设备或相关组件是否具有对SQL注入、跨站脚本等攻击行为的发现和阻断能力；7) 应核查抗APT攻击系统、网络入侵保护系统等入侵防范设备或相关组件是否能够检测出具有恶意行为、过分占用计算资源和带宽资源等恶意行为的虚拟机；8) 应核查云管理平台对云服务客户攻击行为的防范措施，核查是否能够对云服务客户的网络攻击行为进行记录，记录应包括攻击类型、攻击时间和攻击流量等内容；9) 应核查云管理平台或入侵防范设备是否能够对云计算平台内部发起的恶意攻击或恶意外连行为进行限制，核查是否能够对内部行为进行监控；10) 通过对外攻击发生器伪造对外攻击行为，核查云租户的网络攻击日志，确认是否正确记录相应的攻击行为，攻击行为日志记录是否包含攻击类型、攻击时间、攻击者IP和攻击流量规模等内容；11) 应核查运行虚拟机监控器(VMM)和云管理平台软件的物理主机，确认其安全加固手段是否能够避免或减少虚拟化共享带来的安全漏洞；,若1)～11)测评实施结论均为是，则符合本单元测评指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第四级安全测评要求/9.2 云计算安全测评扩展要求/9.2.3 安全区域边界/9.2.3.2 入侵防范/9.2.3.2 测评单元(L4-ABS2-03), 应核查是否采取了入侵防范措施对网络入侵行为进行防范，如部署抗APT攻击系统、网络回溯系统和网络入侵保护系统等入侵防范设备或相关组件
1581,第四级安全测评要求,9.2 云计算安全测评扩展要求,9.2.3 安全区域边界,9.2.3.2 入侵防范,9.2.3.2 测评单元(L4-ABS2-03),L4-ABS2-03,应能检测到云服务客户发起的网络攻击行为，并能记录攻击类型、攻击时间、攻击流量等；,抗APT攻击系统、网络回溯系统、威胁情报检测系统、抗DDoS攻击系统和入侵保护系统或相关组件；,1) 应核查是否采取了入侵防范措施对网络入侵行为进行防范，如部署抗APT攻击系统、网络回溯系统和网络入侵保护系统等入侵防范设备或相关组件；2) 应核查部署的抗APT攻击系统、网络入侵保护系统等入侵防范设备或相关组件的规则库升级方式，核查规则库是否进行及时更新；3) 应核查部署的抗APT攻击系统、网络入侵保护系统等入侵防范设备或相关组件是否具备异常流量、大规模攻击流量、高级持续性攻击的检测功能，以及报警功能和清洗处置功能；流量检测应包含东西向及南北向的流量；4) 应验证抗APT攻击系统、网络入侵保护系统等入侵防范设备或相关组件对异常流量和未知威胁的监控策略是否有效（如模拟产生攻击动作，验证入侵防范设备或相关组件是否能记录攻击类型、攻击时间、攻击流量）；5) 应验证抗APT攻击系统、网络入侵保护系统等入侵防范设备或相关组件对云服务客户网络攻击行为的报警策略是否有效（如模拟产生攻击动作，验证抗APT攻击系统或网络入侵保护系统是否能实时报警）；6) 应核查抗APT攻击系统、网络入侵保护系统等入侵防范设备或相关组件是否具有对SQL注入、跨站脚本等攻击行为的发现和阻断能力；7) 应核查抗APT攻击系统、网络入侵保护系统等入侵防范设备或相关组件是否能够检测出具有恶意行为、过分占用计算资源和带宽资源等恶意行为的虚拟机；8) 应核查云管理平台对云服务客户攻击行为的防范措施，核查是否能够对云服务客户的网络攻击行为进行记录，记录应包括攻击类型、攻击时间和攻击流量等内容；9) 应核查云管理平台或入侵防范设备是否能够对云计算平台内部发起的恶意攻击或恶意外连行为进行限制，核查是否能够对内部行为进行监控；10) 通过对外攻击发生器伪造对外攻击行为，核查云租户的网络攻击日志，确认是否正确记录相应的攻击行为，攻击行为日志记录是否包含攻击类型、攻击时间、攻击者IP和攻击流量规模等内容；11) 应核查运行虚拟机监控器(VMM)和云管理平台软件的物理主机，确认其安全加固手段是否能够避免或减少虚拟化共享带来的安全漏洞；,若1)～11)测评实施结论均为是，则符合本单元测评指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第四级安全测评要求/9.2 云计算安全测评扩展要求/9.2.3 安全区域边界/9.2.3.2 入侵防范/9.2.3.2 测评单元(L4-ABS2-03), 应核查部署的抗APT攻击系统、网络入侵保护系统等入侵防范设备或相关组件的规则库升级方式，核查规则库是否进行及时更新
1582,第四级安全测评要求,9.2 云计算安全测评扩展要求,9.2.3 安全区域边界,9.2.3.2 入侵防范,9.2.3.2 测评单元(L4-ABS2-03),L4-ABS2-03,应能检测到云服务客户发起的网络攻击行为，并能记录攻击类型、攻击时间、攻击流量等；,抗APT攻击系统、网络回溯系统、威胁情报检测系统、抗DDoS攻击系统和入侵保护系统或相关组件；,1) 应核查是否采取了入侵防范措施对网络入侵行为进行防范，如部署抗APT攻击系统、网络回溯系统和网络入侵保护系统等入侵防范设备或相关组件；2) 应核查部署的抗APT攻击系统、网络入侵保护系统等入侵防范设备或相关组件的规则库升级方式，核查规则库是否进行及时更新；3) 应核查部署的抗APT攻击系统、网络入侵保护系统等入侵防范设备或相关组件是否具备异常流量、大规模攻击流量、高级持续性攻击的检测功能，以及报警功能和清洗处置功能；流量检测应包含东西向及南北向的流量；4) 应验证抗APT攻击系统、网络入侵保护系统等入侵防范设备或相关组件对异常流量和未知威胁的监控策略是否有效（如模拟产生攻击动作，验证入侵防范设备或相关组件是否能记录攻击类型、攻击时间、攻击流量）；5) 应验证抗APT攻击系统、网络入侵保护系统等入侵防范设备或相关组件对云服务客户网络攻击行为的报警策略是否有效（如模拟产生攻击动作，验证抗APT攻击系统或网络入侵保护系统是否能实时报警）；6) 应核查抗APT攻击系统、网络入侵保护系统等入侵防范设备或相关组件是否具有对SQL注入、跨站脚本等攻击行为的发现和阻断能力；7) 应核查抗APT攻击系统、网络入侵保护系统等入侵防范设备或相关组件是否能够检测出具有恶意行为、过分占用计算资源和带宽资源等恶意行为的虚拟机；8) 应核查云管理平台对云服务客户攻击行为的防范措施，核查是否能够对云服务客户的网络攻击行为进行记录，记录应包括攻击类型、攻击时间和攻击流量等内容；9) 应核查云管理平台或入侵防范设备是否能够对云计算平台内部发起的恶意攻击或恶意外连行为进行限制，核查是否能够对内部行为进行监控；10) 通过对外攻击发生器伪造对外攻击行为，核查云租户的网络攻击日志，确认是否正确记录相应的攻击行为，攻击行为日志记录是否包含攻击类型、攻击时间、攻击者IP和攻击流量规模等内容；11) 应核查运行虚拟机监控器(VMM)和云管理平台软件的物理主机，确认其安全加固手段是否能够避免或减少虚拟化共享带来的安全漏洞；,若1)～11)测评实施结论均为是，则符合本单元测评指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第四级安全测评要求/9.2 云计算安全测评扩展要求/9.2.3 安全区域边界/9.2.3.2 入侵防范/9.2.3.2 测评单元(L4-ABS2-03), 应核查部署的抗APT攻击系统、网络入侵保护系统等入侵防范设备或相关组件是否具备异常流量、大规模攻击流量、高级持续性攻击的检测功能，以及报警功能和清洗处置功能；流量检测应包含东西向及南北向的流量
1583,第四级安全测评要求,9.2 云计算安全测评扩展要求,9.2.3 安全区域边界,9.2.3.2 入侵防范,9.2.3.2 测评单元(L4-ABS2-03),L4-ABS2-03,应能检测到云服务客户发起的网络攻击行为，并能记录攻击类型、攻击时间、攻击流量等；,抗APT攻击系统、网络回溯系统、威胁情报检测系统、抗DDoS攻击系统和入侵保护系统或相关组件；,1) 应核查是否采取了入侵防范措施对网络入侵行为进行防范，如部署抗APT攻击系统、网络回溯系统和网络入侵保护系统等入侵防范设备或相关组件；2) 应核查部署的抗APT攻击系统、网络入侵保护系统等入侵防范设备或相关组件的规则库升级方式，核查规则库是否进行及时更新；3) 应核查部署的抗APT攻击系统、网络入侵保护系统等入侵防范设备或相关组件是否具备异常流量、大规模攻击流量、高级持续性攻击的检测功能，以及报警功能和清洗处置功能；流量检测应包含东西向及南北向的流量；4) 应验证抗APT攻击系统、网络入侵保护系统等入侵防范设备或相关组件对异常流量和未知威胁的监控策略是否有效（如模拟产生攻击动作，验证入侵防范设备或相关组件是否能记录攻击类型、攻击时间、攻击流量）；5) 应验证抗APT攻击系统、网络入侵保护系统等入侵防范设备或相关组件对云服务客户网络攻击行为的报警策略是否有效（如模拟产生攻击动作，验证抗APT攻击系统或网络入侵保护系统是否能实时报警）；6) 应核查抗APT攻击系统、网络入侵保护系统等入侵防范设备或相关组件是否具有对SQL注入、跨站脚本等攻击行为的发现和阻断能力；7) 应核查抗APT攻击系统、网络入侵保护系统等入侵防范设备或相关组件是否能够检测出具有恶意行为、过分占用计算资源和带宽资源等恶意行为的虚拟机；8) 应核查云管理平台对云服务客户攻击行为的防范措施，核查是否能够对云服务客户的网络攻击行为进行记录，记录应包括攻击类型、攻击时间和攻击流量等内容；9) 应核查云管理平台或入侵防范设备是否能够对云计算平台内部发起的恶意攻击或恶意外连行为进行限制，核查是否能够对内部行为进行监控；10) 通过对外攻击发生器伪造对外攻击行为，核查云租户的网络攻击日志，确认是否正确记录相应的攻击行为，攻击行为日志记录是否包含攻击类型、攻击时间、攻击者IP和攻击流量规模等内容；11) 应核查运行虚拟机监控器(VMM)和云管理平台软件的物理主机，确认其安全加固手段是否能够避免或减少虚拟化共享带来的安全漏洞；,若1)～11)测评实施结论均为是，则符合本单元测评指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第四级安全测评要求/9.2 云计算安全测评扩展要求/9.2.3 安全区域边界/9.2.3.2 入侵防范/9.2.3.2 测评单元(L4-ABS2-03), 应验证抗APT攻击系统、网络入侵保护系统等入侵防范设备或相关组件对异常流量和未知威胁的监控策略是否有效（如模拟产生攻击动作，验证入侵防范设备或相关组件是否能记录攻击类型、攻击时间、攻击流量）
