,level,l1,l2,l3,序号,条款,资料,审计程序,判断条件,结构,审计子程序
1873,第四级测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.4 自行软件开发,L4-CMS1-19,应将开发环境与实际运行环境物理分开，应确保开发人员和测试人员分离，开发人员不能兼任系统管理员或业务操作人员，测试数据和测试结果受到控制。（F4）,建设负责人。,1) 应访谈建设负责人自主开发软件是否在独立的物理环境中完成编码和调试，与实际运行环境分开。2) 应核查测试数据和测试结果是否受控使用。3) 应访谈开发人员和测试人员是否分离，开发人员是否不能兼任系统管理员或业务操作人员。,如果1）～3）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第四级测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.4 自行软件开发, 应核查测试数据和测试结果是否受控使用
1874,第四级测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.4 自行软件开发,L4-CMS1-19,应将开发环境与实际运行环境物理分开，应确保开发人员和测试人员分离，开发人员不能兼任系统管理员或业务操作人员，测试数据和测试结果受到控制。（F4）,建设负责人。,1) 应访谈建设负责人自主开发软件是否在独立的物理环境中完成编码和调试，与实际运行环境分开。2) 应核查测试数据和测试结果是否受控使用。3) 应访谈开发人员和测试人员是否分离，开发人员是否不能兼任系统管理员或业务操作人员。,如果1）～3）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第四级测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.4 自行软件开发, 应访谈开发人员和测试人员是否分离，开发人员是否不能兼任系统管理员或业务操作人员。
1875,第四级测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.4 自行软件开发,L4-CMS1-20,应制定软件开发管理制度，明确说明开发过程的控制方法和人员行为准则。,管理制度类文档。,应核查软件开发管理制度是否明确软件设计、开发、测试和验收过程的控制方法和人员行为准则，是否明确哪些开发活动应经过授权和审批。,如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第四级测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.4 自行软件开发,应核查软件开发管理制度是否明确软件设计、开发、测试和验收过程的控制方法和人员行为准则，是否明确哪些开发活动应经过授权和审批。
1876,第四级测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.4 自行软件开发,L4-CMS1-21,应制定代码编写安全规范，要求开发人员参照规范编写代码。,管理制度类文档。,应核查代码编写安全规范是否明确代码安全编写规则。,如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第四级测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.4 自行软件开发,应核查代码编写安全规范是否明确代码安全编写规则。
1877,第四级测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.4 自行软件开发,L4-CMS1-22,应保证开发人员为专职人员，开发人员的开发活动受到控制、监视和审查。,建设负责人。,应访谈建设负责人开发人员是否为专职，是否对开发人员活动进行控制等。,如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第四级测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.4 自行软件开发,应访谈建设负责人开发人员是否为专职，是否对开发人员活动进行控制等。
1878,第四级测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.4 自行软件开发,L4-CMS1-23,应具备软件设计的相关文档和使用指南，并对文档使用进行控制。,管理制度类文档。,应核查是否具备软件设计的相关文档和使用指南，并对文档使用进行控制。,如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第四级测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.4 自行软件开发,应核查是否具备软件设计的相关文档和使用指南，并对文档使用进行控制。
1879,第四级测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.4 自行软件开发,L4-CMS1-24,应在软件开发过程中对代码规范、代码质量、代码安全性进行审查，在软件安装前对可能存在的恶意代码进行检测。（F4）,记录表单类文档。,应核查是否具有软件安全测试报告和代码审计报告，明确软件存在的安全问题及可能存在的恶意代码。,如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第四级测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.4 自行软件开发,应核查是否具有软件安全测试报告和代码审计报告，明确软件存在的安全问题及可能存在的恶意代码。
1880,第四级测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.4 自行软件开发,L4-CMS1-25,应对程序资源库的修改、更新、发布进行授权和批准，并严格进行版本控制。,记录表单类文档。,应核查对程序资源库的修改、更新、发布进行授权和审批的文档或记录是否有批准人的签字。,如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第四级测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.4 自行软件开发,应核查对程序资源库的修改、更新、发布进行授权和审批的文档或记录是否有批准人的签字。
1881,第四级测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.4 自行软件开发,L4-CMS1-26,在软件开发过程中，应同步完成相关文档手册的编写工作，保证相关资料的完整性和准确性。（F4）,记录表单类文档。,应核查在软件开发过程中是否同步完成相关文档手册的编写工作。,如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第四级测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.4 自行软件开发,应核查在软件开发过程中是否同步完成相关文档手册的编写工作。
1882,第四级测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.5 外包软件开发,L4-CMS1-27,应在软件交付前检测其中可能存在的恶意代码。,记录表单类文档。,应核查是否具有交付前的恶意代码检测报告。,如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第四级测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.5 外包软件开发,应核查是否具有交付前的恶意代码检测报告。
1883,第四级测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.5 外包软件开发,L4-CMS1-28,应保证开发单位提供软件设计文档和使用指南。,记录表单类文档。,应核查是否具有软件开发的相关文档，如需求分析说明书、软件设计说明书等，是否具有软件操作手册或使用指南。,如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第四级测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.5 外包软件开发,应核查是否具有软件开发的相关文档，如需求分析说明书、软件设计说明书等，是否具有软件操作手册或使用指南。
1884,第四级测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.5 外包软件开发,L4-CMS1-29,应保证开发单位提供软件源代码，并审查软件中可能存在的后门和隐蔽信道。,建设负责人和记录表单类文档。,1) 应访谈建设负责人委托开发单位是否提供软件源代码。2) 应核查软件测试报告是否审查了软件可能存在的后门和隐蔽信道。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第四级测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.5 外包软件开发, 应访谈建设负责人委托开发单位是否提供软件源代码
1885,第四级测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.5 外包软件开发,L4-CMS1-29,应保证开发单位提供软件源代码，并审查软件中可能存在的后门和隐蔽信道。,建设负责人和记录表单类文档。,1) 应访谈建设负责人委托开发单位是否提供软件源代码。2) 应核查软件测试报告是否审查了软件可能存在的后门和隐蔽信道。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第四级测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.5 外包软件开发, 应核查软件测试报告是否审查了软件可能存在的后门和隐蔽信道。
1886,第四级测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.5 外包软件开发,L4-CMS1-30,应要求外包服务商保留操作痕迹、记录完整的日志，相关内容和保存期限应满足事件分析、安全取证、独立审计和监督检查需要。（F4）,建设负责人和记录表单类文档。,1) 应访谈建设负责人是否要求外包服务商保留操作痕迹、记录完整的日志。2) 应核查相关内容和保存期限是否满足事件分析、安全取证、独立审计和监督检查需要。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第四级测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.5 外包软件开发, 应访谈建设负责人是否要求外包服务商保留操作痕迹、记录完整的日志
1887,第四级测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.5 外包软件开发,L4-CMS1-30,应要求外包服务商保留操作痕迹、记录完整的日志，相关内容和保存期限应满足事件分析、安全取证、独立审计和监督检查需要。（F4）,建设负责人和记录表单类文档。,1) 应访谈建设负责人是否要求外包服务商保留操作痕迹、记录完整的日志。2) 应核查相关内容和保存期限是否满足事件分析、安全取证、独立审计和监督检查需要。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第四级测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.5 外包软件开发, 应核查相关内容和保存期限是否满足事件分析、安全取证、独立审计和监督检查需要。
1888,第四级测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.5 外包软件开发,L4-CMS1-31,应禁止外包服务商转包并严格控制分包，保证外包服务水平。（F4）,外包合同商务类文档。,应核查外包合同等商务文件是否具有控制外包服务商分包的条款。,如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第四级测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.5 外包软件开发,应核查外包合同等商务文件是否具有控制外包服务商分包的条款。
1889,第四级测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.5 外包软件开发,L4-CMS1-32,应要求外包服务商每年至少开展一次网络安全风险评估并提交评估报告，应要求外包服务商聘请外部机构定期对其进行安全审计并提交审计报告，督促其及时整改发现的问题。（F4）,建设负责人和记录表单类文档。,1) 应访谈建设负责人是否要求外包服务商每年至少开展一次网络安全风险评估，并核查是否具有外包服务商提交的风险评估报告。2) 应访谈建设负责人是否要求外包服务商聘请外部机构定期对其进行安全审计，并核查是否具有外包服务商提交的安全审计报告。3) 应核查外包服务商是否及时整改风险评估和安全审计发现的问题。,如果1）～3）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第四级测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.5 外包软件开发, 应访谈建设负责人是否要求外包服务商每年至少开展一次网络安全风险评估，并核查是否具有外包服务商提交的风险评估报告
1890,第四级测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.5 外包软件开发,L4-CMS1-32,应要求外包服务商每年至少开展一次网络安全风险评估并提交评估报告，应要求外包服务商聘请外部机构定期对其进行安全审计并提交审计报告，督促其及时整改发现的问题。（F4）,建设负责人和记录表单类文档。,1) 应访谈建设负责人是否要求外包服务商每年至少开展一次网络安全风险评估，并核查是否具有外包服务商提交的风险评估报告。2) 应访谈建设负责人是否要求外包服务商聘请外部机构定期对其进行安全审计，并核查是否具有外包服务商提交的安全审计报告。3) 应核查外包服务商是否及时整改风险评估和安全审计发现的问题。,如果1）～3）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第四级测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.5 外包软件开发, 应访谈建设负责人是否要求外包服务商聘请外部机构定期对其进行安全审计，并核查是否具有外包服务商提交的安全审计报告
1891,第四级测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.5 外包软件开发,L4-CMS1-32,应要求外包服务商每年至少开展一次网络安全风险评估并提交评估报告，应要求外包服务商聘请外部机构定期对其进行安全审计并提交审计报告，督促其及时整改发现的问题。（F4）,建设负责人和记录表单类文档。,1) 应访谈建设负责人是否要求外包服务商每年至少开展一次网络安全风险评估，并核查是否具有外包服务商提交的风险评估报告。2) 应访谈建设负责人是否要求外包服务商聘请外部机构定期对其进行安全审计，并核查是否具有外包服务商提交的安全审计报告。3) 应核查外包服务商是否及时整改风险评估和安全审计发现的问题。,如果1）～3）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第四级测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.5 外包软件开发, 应核查外包服务商是否及时整改风险评估和安全审计发现的问题。
1892,第四级测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.6 工程实施,L4-CMS1-33,应指定或授权专门的部门或人员负责工程实施过程的管理。,记录表单类文档。,应核查是否指定专门部门或人员对工程实施进行进度和质量控制。,如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第四级测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.6 工程实施,应核查是否指定专门部门或人员对工程实施进行进度和质量控制。
1893,第四级测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.6 工程实施,L4-CMS1-34,应制定安全工程实施方案控制工程实施过程。,记录表单类文档。,应核查安全工程实施方案是否包括工程时间限制、进度控制和质量控制等方面内容，是否按照工程实施方面的管理制度进行各类控制、产生阶段性文档等。,如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第四级测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.6 工程实施,应核查安全工程实施方案是否包括工程时间限制、进度控制和质量控制等方面内容，是否按照工程实施方面的管理制度进行各类控制、产生阶段性文档等。
1894,第四级测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.6 工程实施,L4-CMS1-35,针对涉及到新旧数据系统切换的工程实施，应选择对客户影响较小的时间段进行。系统切换时间超过一个工作日，需至少提前5个工作日发布提示公告，并提供应急服务途径。（F4）,记录表单类文档。,1) 应核查新旧数据系统切换的工程实施，是否选择对客户影响较小的时间段进行。2) 应核查系统切换时间超过一个工作日时，是否至少提前5个工作日发布提示公告，并提供应急服务途径。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第四级测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.6 工程实施, 应核查新旧数据系统切换的工程实施，是否选择对客户影响较小的时间段进行
1895,第四级测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.6 工程实施,L4-CMS1-35,针对涉及到新旧数据系统切换的工程实施，应选择对客户影响较小的时间段进行。系统切换时间超过一个工作日，需至少提前5个工作日发布提示公告，并提供应急服务途径。（F4）,记录表单类文档。,1) 应核查新旧数据系统切换的工程实施，是否选择对客户影响较小的时间段进行。2) 应核查系统切换时间超过一个工作日时，是否至少提前5个工作日发布提示公告，并提供应急服务途径。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第四级测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.6 工程实施, 应核查系统切换时间超过一个工作日时，是否至少提前5个工作日发布提示公告，并提供应急服务途径。
1896,第四级测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.6 工程实施,L4-CMS1-36,应通过第三方工程监理控制项目的实施过程。,记录表单类文档。,应核查工程监理报告是否明确了工程进展、时间计划、控制措施等方面内容。,如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第四级测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.6 工程实施,应核查工程监理报告是否明确了工程进展、时间计划、控制措施等方面内容。
1897,第四级测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.6 工程实施,L4-CMS1-37,应制定灾难备份系统集成与测试计划并组织实施，通过技术和业务测试，确认灾难备份系统的功能与性能达到设计指标要求。（F4）,灾难备份系统和记录表单类文档。,1) 应核查是否制定灾难备份系统集成与测试计划并组织实施。2) 应核查灾难备份系统技术和业务测试记录，灾难备份系统的功能与性能是否达到设计指标要求。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第四级测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.6 工程实施, 应核查是否制定灾难备份系统集成与测试计划并组织实施
1898,第四级测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.6 工程实施,L4-CMS1-37,应制定灾难备份系统集成与测试计划并组织实施，通过技术和业务测试，确认灾难备份系统的功能与性能达到设计指标要求。（F4）,灾难备份系统和记录表单类文档。,1) 应核查是否制定灾难备份系统集成与测试计划并组织实施。2) 应核查灾难备份系统技术和业务测试记录，灾难备份系统的功能与性能是否达到设计指标要求。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第四级测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.6 工程实施, 应核查灾难备份系统技术和业务测试记录，灾难备份系统的功能与性能是否达到设计指标要求。
1899,第四级测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.6 工程实施,L4-CMS1-38,系统的建设、升级、扩充等工程应经过科学的规划、充分的论证和严格的技术审查，有关材料应妥善保存并接受主管部门的检查。（F4）,记录表单类文档。,应核查是否具有系统建设、升级、扩充等工程的规划、论证和审核材料并妥善保存。,如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第四级测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.6 工程实施,应核查是否具有系统建设、升级、扩充等工程的规划、论证和审核材料并妥善保存。
1900,第四级测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.7 测试验收,L4-CMS1-39,应根据设计方案或合同要求等制订测试验收方案，并依据测试验收方案实施测试验收，应详细记录测试验收结果，形成测试验收报告。（F4）,记录表单类文档。,1) 应核查工程测试验收方案是否明确说明参与测试的部门、人员、测试验收内容、现场操作过程等内容。2) 应核查测试验收报告是否有相关部门和人员对测试验收报告进行审定的意见。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第四级测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.7 测试验收, 应核查工程测试验收方案是否明确说明参与测试的部门、人员、测试验收内容、现场操作过程等内容
1901,第四级测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.7 测试验收,L4-CMS1-39,应根据设计方案或合同要求等制订测试验收方案，并依据测试验收方案实施测试验收，应详细记录测试验收结果，形成测试验收报告。（F4）,记录表单类文档。,1) 应核查工程测试验收方案是否明确说明参与测试的部门、人员、测试验收内容、现场操作过程等内容。2) 应核查测试验收报告是否有相关部门和人员对测试验收报告进行审定的意见。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第四级测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.7 测试验收, 应核查测试验收报告是否有相关部门和人员对测试验收报告进行审定的意见。
1902,第四级测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.7 测试验收,L4-CMS1-40,应由项目承担单位（部门）或公正的第三方制定安全测试方案，进行上线前的安全性测试，并出具安全测试报告，安全测试报告应包含密码应用安全性测试相关内容，并将测试报告报科技部门审查。（F4）,记录表单类文档。,1) 应核查是否具有上线前的安全测试方案和安全测试报告，安全测试报告是否包含密码应用安全性测试相关内容。2) 应核查安全测试报告是否报科技部门审查。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第四级测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.7 测试验收, 应核查是否具有上线前的安全测试方案和安全测试报告，安全测试报告是否包含密码应用安全性测试相关内容
1903,第四级测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.7 测试验收,L4-CMS1-40,应由项目承担单位（部门）或公正的第三方制定安全测试方案，进行上线前的安全性测试，并出具安全测试报告，安全测试报告应包含密码应用安全性测试相关内容，并将测试报告报科技部门审查。（F4）,记录表单类文档。,1) 应核查是否具有上线前的安全测试方案和安全测试报告，安全测试报告是否包含密码应用安全性测试相关内容。2) 应核查安全测试报告是否报科技部门审查。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第四级测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.7 测试验收, 应核查安全测试报告是否报科技部门审查。
1904,第四级测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.7 测试验收,L4-CMS1-41,新建应用系统投入生产运行前，原则上应进行不少于1个月的模拟运行和不少于3个月的试运行。（F4）,记录表单类文档。,应核查新建应用系统投入生产运行前是否进行不少于1个月的模拟运行和不少于3个月的试运行。,如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第四级测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.7 测试验收,应核查新建应用系统投入生产运行前是否进行不少于1个月的模拟运行和不少于3个月的试运行。
1905,第四级测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.7 测试验收,L4-CMS1-42,对于在生产系统上进行的测试工作，应先进行风险分析和告知，同时制定详细的系统测试方案、数据备份与系统恢复措施、应急处置措施后，经系统用户和主管领导审批同意后，才能开展测试工作，以确保生产系统的安全。（F4）,记录表单类文档。,1) 针对在生产系统上进行测试的情况，应核查是否事先进行了风险分析和告知。2) 针对在生产系统上进行测试的情况，应核查是否具有详细的系统测试方案、数据备份与系统恢复措施、应急处置措施。3) 针对在生产系统上进行测试的情况，应核查是否具有系统用户和主管领导的审批记录。,如果1）～3）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第四级测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.7 测试验收, 针对在生产系统上进行测试的情况，应核查是否事先进行了风险分析和告知
1906,第四级测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.7 测试验收,L4-CMS1-42,对于在生产系统上进行的测试工作，应先进行风险分析和告知，同时制定详细的系统测试方案、数据备份与系统恢复措施、应急处置措施后，经系统用户和主管领导审批同意后，才能开展测试工作，以确保生产系统的安全。（F4）,记录表单类文档。,1) 针对在生产系统上进行测试的情况，应核查是否事先进行了风险分析和告知。2) 针对在生产系统上进行测试的情况，应核查是否具有详细的系统测试方案、数据备份与系统恢复措施、应急处置措施。3) 针对在生产系统上进行测试的情况，应核查是否具有系统用户和主管领导的审批记录。,如果1）～3）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第四级测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.7 测试验收, 针对在生产系统上进行测试的情况，应核查是否具有详细的系统测试方案、数据备份与系统恢复措施、应急处置措施
1907,第四级测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.7 测试验收,L4-CMS1-42,对于在生产系统上进行的测试工作，应先进行风险分析和告知，同时制定详细的系统测试方案、数据备份与系统恢复措施、应急处置措施后，经系统用户和主管领导审批同意后，才能开展测试工作，以确保生产系统的安全。（F4）,记录表单类文档。,1) 针对在生产系统上进行测试的情况，应核查是否事先进行了风险分析和告知。2) 针对在生产系统上进行测试的情况，应核查是否具有详细的系统测试方案、数据备份与系统恢复措施、应急处置措施。3) 针对在生产系统上进行测试的情况，应核查是否具有系统用户和主管领导的审批记录。,如果1）～3）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第四级测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.7 测试验收, 针对在生产系统上进行测试的情况，应核查是否具有系统用户和主管领导的审批记录。
1908,第四级测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.8 系统交付,L4-CMS1-43,应制定交付清单，并根据交付清单对所交接的设备、软件和文档等进行清点。,记录表单类文档。,应核查交付清单是否说明系统交付的各类设备、软件、文档等。,如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第四级测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.8 系统交付,应核查交付清单是否说明系统交付的各类设备、软件、文档等。
1909,第四级测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.8 系统交付,L4-CMS1-44,应对负责运行维护的技术人员进行相应的技能培训。,记录表单类文档。,应核查系统交付技术培训记录是否包括培训内容、培训时间和参与人员等。,如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第四级测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.8 系统交付,应核查系统交付技术培训记录是否包括培训内容、培训时间和参与人员等。
1910,第四级测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.8 系统交付,L4-CMS1-45,建设单位应在完成建设任务后将建设过程文档和运维文档全部移交科技部门。（F4）,记录表单类文档。,应核查交付文档是否包括建设过程文档和运行维护文档等，建设过程文档和运维文档是否全部移交科技部门。,如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第四级测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.8 系统交付,应核查交付文档是否包括建设过程文档和运行维护文档等，建设过程文档和运维文档是否全部移交科技部门。
1911,第四级测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.8 系统交付,L4-CMS1-46,外部建设单位应与金融机构签署相关知识产权保护协议和保密协议，不得将采用的关键安全技术措施和核心安全功能设计对外公开。（F4）,记录表单类文档。,应核查金融机构与外部建设单位之间是否签署知识产权保护协议和保密协议，并核查协议中是否具有禁止将系统关键安全技术措施和核心安全功能对外公开的相关条款。,如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第四级测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.8 系统交付,应核查金融机构与外部建设单位之间是否签署知识产权保护协议和保密协议，并核查协议中是否具有禁止将系统关键安全技术措施和核心安全功能对外公开的相关条款。
1912,第四级测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.9 等级测评,L4-CMS1-47,应定期进行等级测评，发现不符合相应等级保护标准要求的及时整改。,运维负责人和记录表单类文档。,1) 应访谈运维负责人本次测评是否为首次，若非首次，是否根据以往测评结果进行相应的安全整改。2) 应核查是否具有以往等级测评报告和安全整改方案。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第四级测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.9 等级测评, 应访谈运维负责人本次测评是否为首次，若非首次，是否根据以往测评结果进行相应的安全整改
1913,第四级测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.9 等级测评,L4-CMS1-47,应定期进行等级测评，发现不符合相应等级保护标准要求的及时整改。,运维负责人和记录表单类文档。,1) 应访谈运维负责人本次测评是否为首次，若非首次，是否根据以往测评结果进行相应的安全整改。2) 应核查是否具有以往等级测评报告和安全整改方案。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第四级测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.9 等级测评, 应核查是否具有以往等级测评报告和安全整改方案。
1914,第四级测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.9 等级测评,L4-CMS1-48,应在发生重大变更或级别发生变化时进行等级测评。,运维负责人和记录表单类文档。,1) 应核查是否有过重大变更或级别发生过变化及是否进行相应的等级测评。2) 应核查是否具有相应情况下的等级测评报告。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第四级测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.9 等级测评, 应核查是否有过重大变更或级别发生过变化及是否进行相应的等级测评
